premise,hypothesis,label
A bald man with a white shirt and watch eating food and drinking wine.,There is a bald man.,1
A person rides a motorbike on a dirt path surrounded by trees.,The man is indoors.,0
People waiting in line in a snowstorm.,People are waiting in a line during a scorching drought.,1
A man wearing a blue apron and long rubber boots is dragging a flotation device from a long row of flotation devices.,A man wearing work clothes and boots is working on a flotation device.,1
"Two men, one in a red shirt and one in a white shirt, are on a boat in the beautiful blue-green water.",Some men are by water.,1
A man painting a sign onto his food cart.,A man is working on a cart.,0
Taking a break to watch some TV,Taking a break,0
"Three workers, with life vests and hard hats, on a boat hanging from cables over water.",Three people are on a boat.,1
A man in a brown shirt and blue shorts walking in Droney Park.,A man walking in Droney Park.,0
A woman wearing a ball cap squats down to touch the cracked earth.,A squatting woman wearing a hat touching the ground.,0
"A lady in the kitchen cleaning her feet on a chopping board with a red towel, or red apron, with her husband standing there.",A lady in the kitchen cleans her feet.,0
A baby sitting in a highchair looking delighted.,The baby is smiling,0
A girl wearing black is riding a giant unicycle on the beach.,The woman is naked,0
A couple has been photographed through a gap in the fence while they are sitting near the water.,The couple is sitting near water.,0
A woman in a gray sweater talking to another woman in a black jacket.,A baby yawns in his crib.,0
A man wielding an electric razor is gleefully shaving away another man's hair.,There are multiple people present.,1
"Two little girls, wearing pink hanging on a tube.",Two girls on a tube.,0
A person sweeping stairs in a park.,A person outside.,1
Artists install a new exhibit in a gallery.,People put up new art at the towns local gallery.,1
A small child is giving heavy metal signs,Kid showing the heavy metal hand sign.,0
"Two ladies hiding behind their cotton candy, and smiling on the sidewalk.",Two women with cotton candy smile.,0
A girl playing a violin along with a group of people,A girl is washing a load of laundry.,0
A man in a strange uniform taking a photo of an old-fashioned red sports car.,A tourist takes a picture of the city skyline at dusk.,0
"A bear-chested jungle native, with long hair, wearing a cloth bottom garment, is dangling in the air from a chute.",A person with hair,1
"A young man in a straw hat, jeans, and a plaid shirt sweeps dust from stone steps in front of a stone building.",a dog runs far,0
"A group of men in blue shirts, banded hats, and red bandannas stand in a group.",a bunch of guys in colorful clothes stand together,0
A large group of people gather at a piano bar.,One person at a piano bar,0
A woman in a green suit walking towards an escalator.,A woman walks to an escalator.,0
A man wearing a hat and boots is digging for something in the snow.,A man is digging the snow outside.,0
A man of the cloth puts a black substance on a man's forehead.,The man puts something on the other mans head.,1
A brown dog sniffing at the fence of a brown bull.,A dog was sniffing his food before eating it.,1
A guy is attempting to perform a skateboard trick while jumping over part of a white building in an attempt to land on the concrete outside.,The skateboard has 8 wheels.,0
A guy is attempting to perform a skateboard trick while jumping over part of a white building in an attempt to land on the concrete outside.,The guy is a skateboarder.,0
A man walks by a building at night.,A man is walking.,1
a green and white trolley car with an advertisement of coffee on the side and front of it in a city.,A trolley making it's way through a city.,0
Players from two opposing teams wearing colorful cleats struggle to gain control over a ball on an AstroTurf field.,They struggle to gain control over a ball.,1
A black man wearing a red belt and a white man wearing a blue belt are pictured in the act of practicing martial arts inside a building with a woman looking on in the background.,A man is wearing a red belt.,0
A young man dressed in a dark bathing suit exits from a swimming pool while water drips off his head and body.,A man was swimming in the pool.,0
some children play in the grass outside near a tree.,Children playing outside climbing trees.,0
A older man with gray hair wearing a gray suit next to a green and yellow taxi.,A older man with gray hair wearing a gray suit.,1
A blond woman sits on a park bench while wearing a brown tank top and olive green shorts.,A blonde woman sits on a bench outside in a park.,0
man in blue shirt sitting on the side of the road with a wheelbarrow of vegetables,A man sitting next to a wheelbarrow full of produce.,0
Man holding torch of fire.,There is a man.,1
A baby is looking into what looks like a telescope.,A baby looks into a device.,1
Two girls are kneeling on the ground.,Two girls kneel together on the ground.,0
A man in orange and a man in a light blue top are walking down the street towards something.,Two mean are wearing clothes and walking,0
"A homeless man carries a sign that says ""hungry"".",The man is living in a mansion.,0
A man is smiling at a woman in a white dress.,The man is on the moon.,1
Dog running with a purple toy in the snowy field.,A dog is running.,1
People waiting to cross the street on the side of a sidewalk.,People are feeding ducks.,1
"A team of men, three in red shirts and two others in baseball jerseys, re-surface a baseball diamond with specialized tools.",A grounds crew maintain a park.,0
A man holding a briefcase on a subway.,A man holds a briefcase.,0
A couple look into the camera as the foreground is filled with balloons.,The couple is trying to figure out who the person across the street is who is holding the camera.,1
Two dogs wearing muzzles are running.,there are dogs with muzzles,1
A man in a black tank top wearing a red plaid hat,A man in a hat.,0
A woman with a blue hat and blue and red jacket setting up a camera on a tripod.,A woman with a red hat sets up a camera on a tripod,0
A man in a dark jacket stands next to a man dressed in brown reaching down into a bag.,"Two men in dark clothing, one is reaching into a bag.",1
"A group of people, including one man carrying a silver tripod, stand in front of a large building featuring numerous columns.",Gerbils chat on Gruveo.,0
"Two girls, one with dark hair, wearing glasses and red pants, the other with a blue shirt and jeans with blond-hair talking and walking down a sidewalk.",An old pirate shows off all his extreme tattoos.,0
A man holding a pink cooler is talking to an older woman.,A woman drinks from a mason jar.,0
A man and a Woman cutting dough.,Some dough being cut by a man and woman.,1
A woman wearing a beige sweater and black pants talking to man wearing black pants and top,The man's pants are red.,1
A person in a red shirt and black pants hunched over.,A person wears a red shirt.,0
Three men are looking forward and laughing.,Three men find something funny.,1
A boy pushing a girl on a toy SUV.,A boy and a girl are playing.,1
In a small village a Man sets sail along the Swamp.,A man riding a bike and eating cotton candy.,0
A brunette woman holding a little girl dressed in pink is kneeling next to a grazing white and brown llama in the foreground of a hilly community.,A man talks to another.,1
Five women with red and black halter tops and red and black miniskirts wearing red and white shoes.,Five women wearing red formal ball gowns are standing together.,0
A woman is walking her dog along a snowy ground.,A woman and her cat are laying by the fireplace.,0
A man is wearing protective hair and face coverings.,A woman is sitting outside in the rain.,0
"A woman poses with sunglasses shaped like dollar signs and a silver suitcase labelled ""LUCKY"" full of bills.",A woman is wearing black sunglasses and holding a black suitcase.,0
"A little boy wearing a yellow, white and black striped shirt is whispering a secret to a little girl wearing a white long sleeved-shirt.",A little boy is whispering to a girl.,1
A group of people are buying fruits and vegetables from a stand located in a street market.,The stand selling produce is in a street market.,0
A Caucasian woman stands with her back to the camera while completing a transaction at an ATM machine.,The woman is sitting on the back porch.,0
A busy street with numerous people interacting and going about their lives.,The street is quiet and calm.,0
A woman cook in an apron is smiling at the camera with two other cooks in the background.,A woman not paying attention to the camera,0
A man juggles a flaming staff in the dark.,A man juggling balls.,0
"Woman in a blue dress and carrying a black purse, rides a scooter down the street.",the women rides a scooter down the street,1
Red capped male dressed in white shirt and dark shorts is standing on small green boat located water in tall grassy bank.,A man wears a white shirt.,0
A woman wearing a purple with black polka-dot hoodie is resting on a bench in the sunlight.,A man takes a nap outside,0
A smiling bride sits in a swing with her smiling groom standing behind her posing for the male photographer while a boy holding a bottled drink and another boy wearing a green shirt observe.,Bride running away from her wedding.,0
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other.,Two youths were pushing each other.,0
A man sits writing at a table set up on a sidewalk.,A man sits outside.,0
Woman wearing an orange scarf holding a cellphone.,A woman wearing a blue scarf is working at a factory.,0
A man sitting on steps with a child as a bystander walks by.,A man and a child watched TV.,1
A black-haired woman with her hair in a high bun is having her head shaved by another woman.,Everybody is bald,0
Men sitting on the side of a brick road.,the side of the road is empty.,0
A boy works on a project in shop class.,The boy's project is for a school activity.,1
"People are all standing together in front of a statue of an animal, and they are all wearing cool-weather clothing.",A beautiful statue of a man.,1
"Four men and three women, all in their beach attire, hang around a small cliff by the ocean as one man is about to dive into the water.",People in beach attire,1
A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror.,The woman is blind.,0
"A woman in a yellow skirt is dancing with a man in a white shirt, with another couple dancing in the background.",Two men dance together in the middle,0
A man holds a rope for a boy who's about to climb a wall.,There is a man holding a rop,0
A woman in a US military uniform is writing on a large piece of white paper with a black magic marker while others are sitting at tables around her.,A woman is writing on paper,0
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera.",three men sleeping in a tent,0
"A single man in a blue t-shirt, jeans, and a baseball cap works on a roof of a house laying shingles.","A single man in a blue t-shirt, jeans and a baseball cap wors on a roof of a house laying shingles",0
A black dog is swimming with a ball in his mouth.,The dog is asleep in the grass.,0
Two women on a beach.,Two women are resting indoors.,0
Woman is looking something.,A woman is looking,1
A mountaineer about to descend down a mountain with a blue helmet on.,A man is drinking hot cocoa inside a lodge.,0
the man is in the middle of a pole vault,The man is walking in the zoo.,0
A man in a white shirt and baseball hat is pushing a cart carrying several bags on a street.,A man is walking outside.,0
"A closeup view of a guitarist in a red shirt standing outside, with a group of children playing around him.",A person outside with children playing.,1
A person waterskiing in a river with a large wall in the background.,A dog waterskiing in a river with a large wall in the background.,0
The man in the black wetsuit is walking out of the water.,a person is walking out of water.,0
A woman with a blue hat and blue and red jacket setting up a camera on a tripod.,A woman is setting up a camera on a tripod,1
Four young children appear in this image wearing pants and shirts while they lounge in the room.,Four clothed children relaxing in a room.,0
A moving truck with a ramp still attached.,A moving truck being disassembled.,0
A photo of a woman in a black coat standing in front of a large two-paneled photo depicting a woman in a gray dress looking down with her hand in a bag.,The photo was of two men.,1
A woman wearing a white coat skis down a snowy hill.,A woman is climbing a mountain.,1
Two men cool off under a waterfall.,Two women are under a waterfall.,1
Two workers with leaf blowers blow orange leaves off patches of grass next to a wet sidewalk.,Two people outdoors,1
a man walks on the icy sidewalk.,The man is outdoors.,1
A group of children playing with props,The children are playing.,1
Three women sit together near woven walls.,Three women sit together.,0
A man wearing a red shirt is quickly polishing a light wooden floor with a small green towel next to a yellow can of Wood Silk.,a man polishes a floor,0
A man in a lab coat is looking through a microscope.,A man is looking through a microscope,1
The girl wearing a brown jacket whilst walking in snow.,A woman is eating pasta in a restaurant.,0
"There are two kids, a soccer ball, a dog and a goat outside in a field.",Two kids are in a field.,0
A newlywed couple laughing and talking amongst themselves.,The couple just got married.,0
"Picture of two men playing in a band, one playing the drums and one playing a xylophone type of instrument, in a dark room with two unrecognizable people watching in the background.",A man is playing the trumpet on the street corner.,0
An older gentleman looks at the camera while he is building a deck.,A human looks at the camera while building something.,1
A clown performs in a park among other people.,Inside the closet is dark.,0
A baby is eating aqua-colored cake very messily.,A baby eating a steak.,0
A man on one miniature train passes a circular object to a man on another train as they pass by.,A man is riding a tiny train and sees another man on a different train.,1
"A skateboarder is performing a grab trick while hovering above a ramp, which is located within a city.",A skateboarder is doing tricks in an area with ramps.,1
A woman is cleaning up by putting dishes in the dishwasher after making supper.,a woman is at the beach,0
A woman finishing a marathon race.,The woman is not going to finish the race.,0
Children are playing outside in a fountain.,Some children sit and read in a library.,1
Two silhouetted people paddle a canoe on the ocean during sunset.,people are swimming in ocean water,0
"Three little kids on a swing set; one is upside down, one hanging from the top bar, and on a swing.",three kids in chairs taking tests,0
Two fans are cheering at a sporting event.,Two people are making noises.,1
"Two ladies in matching dresses and shoes, both wearing straw hats pulled down over their faces, are napping on a bench next to a rolling suitcase.",two ladies nap on a bench,0
Two men wearing red jackets are looking out over some water and one man has yellow earphones on his ears.,Some men wearing jackets are looking out over the water and one has earphones in.,1
A young man sitting under a tree while others walk down the street.,A young man is sitting down.,0
The firemen and women wearing blue gloves have finished working on a person who is lying on ground bandaged and draped in a blue blanket.,The firefighters are setting a fire.,1
An ATV rides over a vast sandy landscape.,The rider is in his garage,0
"Two men, wearing identical shirts look into a classic car hood.",Two people are looking at a car.,1
Xylophonists play in a dark setting.,xylophone is played by someone,1
A little boy watches from his stroller as an older boy with a yellow balloon wanders a few steps away in a fair like setting.,A boy has a yellow balloon.,1
One child in black is walking down a hill covered in white snow while 2 children are on their knees.,The children are eating PB&J sandwiches inside their kitchen.,0
Children are playing and swimming in a boy of water with a footbridge in the background.,Old people are swimming.,0
A group of ladies sit around a black table in front of a brick wall with a building in the background.,The ladies are all seated.,0
Men wearing life vests speed across a body of water in an orange boat.,The men are outside.,1
A man in a navy blue shirt is tossing a boy with a large smile on his face high into the air.,A man tossing a child into the air.,0
A dog jumping into the air.,There is an animal jumping.,1
A lioness closes in on its prey.,a lioness preying,1
A man in bright shirt carrying a fallen branch.,"There is one man in this picture, and he is outside.",1
A man reads the paper in a bar with green lighting.,The man is inside.,0
An elderly man is smiling while sitting in front of a row of soda cans.,An old man smiles in front of soda cans.,0
The basketball player in red is challenging the player in white for the ball.,A basketball player in red is trying to grab the ball from a player in white.,1
A boy at the beach runs through the surf towards three other people who are already in the water.,The boy is running towards a bigger group of people.,1
A young man with glasses and his companion are attempting to do laundry in a public place.,Nobody has glasses on,0
A young man in a blue hoodie doing a flip off of a half-wall that is covered in graffiti.,A man does a flip off a wall.,0
Here is a picture of a man waiting for the bus to pick him up and he is hiding his face.,The man is driving himself somewhere.,0
children are sitting in chairs with a music stand in the background.,There is a group of people sitting.,1
A young woman wearing jeans and a gray sweater walks across an empty street.,A young woman is standing on her hands.,0
The man in camouflage pants telephones 911 for the man in black sneakers who is lying on the ground having a heart attack.,The men are using a phone.,1
a woman wearing a pink tank top holding a mug of liquid,A woman in a blue tank top holding a car.,0
Five rodeo contestants wait their turn.,Two rodeo contestants wait their turn.,0
A group of Asian men are sitting or standing around a small square table.,Some men are gathered around a table.,1
The young man in the plaid shirt is sitting on a chair that is out in the yard.,A boy is watching a cartoon from a recliner.,0
A young woman in a bikini looking at something in a glass case.,A lady in a swimsuit checking things out.,0
Two young ladies walking down the street together.,"There are two woman in this picture, and they are both outside.",1
"A view of bicyclists on a city street, riding in both directions, with red reflective safety cones dividing the two lanes.",People are riding bikes in both directions on a road.,1
Group of Asians recording some video.,A group of Asians record a video.,0
A person holds a bunch of brush while walking down a stone path.,The person is walking outside.,0
A young woman is about to descend the stairs into a metro station.,A lady is taking a bus,0
Four men stand in a circle facing each other playing brass instruments which people watch them.,The men are watching a sports channel,1
A young boy sits outside in a grassy field with his back turned towards the viewer- he is holding a wooden toy that can be spun between your hands and launched into the air.,A child plays outdoors.,1
A couple walk hand in hand down a street.,A couple is walking together.,0
The dogs are playing on the bed.,Two cats playing on the bed together.,1
A lady in a dark coat is sitting with many people around her.,There are people surrounding each other.,1
A man in a pink shirt and white vest plays a guitar.,There is a man in a green shirt.,0
A man in a red shirt and a man in a brown shirt smiling at the camera and holding up a sign.,Two men display a sign to the camera.,1
A man is spinning a little girl in the air above his head.,A man is playing Monopoly with a little girl.,0
"Girl in a red coat, blue head wrap and jeans is making a snow angel.",A girl outside plays in the snow.,1
a candid photo of a young lady sitting at a restaurant table.,A young lady is sitting at a table.,0
"Five young men are in a loft, with one holding a whiteboard and one making a shaka sign in front of the television.",Some people are at work.,1
A pro-baseball pitcher sends a curve ball to his opponent while many fans relax and enjoy the game.,A man is juggling baseballs while fans look on upset,1
"A speaking woman at a podium has the phrase ""Armenian Genocide"" written on it, flanked by priests and men in suits.",The men are naked.,0
A standing man talks to a seated woman while on some sort of vehicle.,Two people are talking.,1
A man is repairing roof shingles.,A guy is jogging.,0
A group of men and boys look upwards at something.,A group of people looking up.,0
Men sitting at a table in a church.,There are people at a table.,1
Child is laughing and playing around.,The child is having a good time and cracking up.,1
"A person is climbing a wooden ladder on a very steep, jagged, rock cliff.",A person is mountain climbing using nothing but his hands and the rocks.,0
A woman in black is getting ready in her bathroom.,The woman is wearing black,0
A girl in a red and white uniform is swinging a bat.,A girl in uniform is swinging.,1
A middle-aged man chef is in a white doorway of a mobile kitchen.,A chef has been fired and sits at home with a handle of whiskey.,0
A older man working at a loom,An old man looming some threads.,1
A wet child stands in chest deep ocean water.,The child s playing on the beach.,0
Four adults eat while sitting on a tile floor.,Two couples play pool in a bar.,0
a brown dog with a yellow toy in his mouth is jumping off the grassy ground,The black dog has a red toy.,1
"Children at daycare playing on rings, and poles, one parent standing and holding her child and one teacher is sitting on the bench watching the others play.",Children are body slamming each other.,0
A man and woman ride in a mule drawn carriage as the driver points out landmarks.,The couple is driving,0
A classroom of mostly women is being shown a presentation.,A group of students are taking naps.,0
A man is renovating a room.,A man is laying outside in the grass.,0
A child stuck up in a tree.,A tree has a child stuck up in it.,1
A man alone crosscountry skis in the wilderness while wearing a huge backpack.,The man is seated,0
A man looks mysterious in a blue shirt and a red truck for a company called Wilbert.,A woman cuts eggplant.,0
Three children in bathing suits are playing in foam,adults at a foam party,0
a man grabs his crotch during a political demonstration.,The man is making a crude gesture.,0
A man wearing a red uniform and helmet stands on his motorbike.,a man sitting in a car.,0
A girl in a blue leotard hula hoops on a stage with balloon shapes in the background.,A girl is entertaining on stage,1
Three puppies are in the tub being sprayed with water by a person.,Animals are in a tub.,0
A woman with brown hair wearing a white shirt is standing in a doorway surrounded by baskets as a woman in a red shirt passes by.,A woman is wearing a white shirt.,0
A boy dressed in a dark shirt carries a blue bag over his shoulder and a green pail.,A boy is sitting still.,0
Man holding torch of fire.,The man is holding a bag.,1
A woman wears a robe and bikini with heels as she stands on stage next to a flower pot.,A woman is standing next to a flower pot.,0
Girls giving a presentation for a school class.,The girls are watching a presentation in a classroom.,0
A man with a striped black and white shirt and a helmet cleans wooden floor while another one helps him on the background.,A man is in a building cleaning.,1
"The young girl is swinging on a swing, and her hair is flying out behind her.",A girl is sleeping in bed.,0
A young boy with a shaved head and dirty white collared shirt holds a chicken in his arm.,The young boy went swimming.,0
A guy in a blue shirt chases a guy in an orange shirt during a game of flag football.,Two people are enjoying ice cream.,1
A blond woman sits on a park bench while wearing a brown tank top and olive green shorts.,A blonde woman sits on a bench.,0
Two people connected to ropes wearing bright orange helmets are sitting on a rocky crag high in the mountains.,People sit on a couch.,0
A group of men on a beach are chasing another man who is carrying a ball.,The men are on the beach.,0
The collie is standing outdoors on a sandy area.,The collie is running through the park.,0
"Two people, one wearing an orange jersey and a white belt, and another wearing a blue jersey and a red belt are playing flag football.",Two people play flag football.,1
"A boy wearing a yellow shirt, khaki pants, and blue and yellow shoes is hitting a tennis ball off a wall with a tennis racket.","Two women in a bright red sports car, with sunglasses and pink lipstick, laugh and sing songs.",0
A soccer team is standing on the field waiting for their time to make a move.,People are playing sports outside.,1
People jump over a mountain crevasse on a rope.,People are jumping outside.,1
Two dogs are playing together.,Two pups are eating.,1
An oriental woman cleaning wood outside from a bucket.,A woman is cleaning wood.,0
a male teen is working on a school project.,The boy sitting on top of his dads truck.,0
A man in suit waiting for the green light.,A man waits at a red light.,0
A very dirty race car doing a burnout on some dirt.,A car does a burn out.,0
A man and wife stand at the alter as they get married.,A couple is getting married,1
"A woman, in red and white, and wearing glasses, sits in a room with other people.",A man is fixing his car.,1
"A man wearing feathers on his head and dressed in a Native American costume, stands in front of a crowd of people on the street.",The costume is Asian.,1
A dog runs.,The dog runs,0
A lady is promoting something to the other two girls.,A man is boasting about something at a bar.,0
An elderly woman is preparing food in the kitchen.,A man cleans the kitchen.,0
A couple walks hand-in-hand in front of Victorian-style building and a wall with a large sleeping baby painted on it.,A couple walks in front of a building.,0
Girl wearing white shirt sings on stage while playing guitar,A girl plays guitar and sings on stage.,1
"A man and woman talk to another woman, all looking concerned, in a room being decorated with streamers and balloons.",Some people are happy to be throwing a party.,1
"A man in a tie-dyed shirt and jeans is sitting on a bench with a dog and a guitar on his lap, as well as a harmonica near his mouth.",A guy is next to a dog while holding some musical instruments.,1
Two men are dressed up as snowmen.,two women are dressed up,0
A snowboarder dressed in yellow snow pants and a helmet catches some air on fresh powder.,A snowboarder is dressed up.,0
Women in red are performing with nun-chucks.,The women are beating each other up with their bare fists.,1
A few young boys throwing a football over a volleyball net.,A boy plays with a yoyo.,0
Two women stand in a kitchen and wipe down trays,Two women are having tea.,0
A bike is parked against a window to a store called Winter Sport where inside some people sit next to a computer and an older woman stands in the background.,"There is a computer with people seated nearby and a woman standing nearby them inside Winter Sport, which is a store with a bike next to it.",1
Four individuals are sitting on a small dock by the water as a boat sails by.,Four people sitting by the water.,0
A man with a beard is talking on the cellphone and standing next to someone who is lying down on the street.,Two women stand on the sidewalk and hail a cab,0
A group of girls in black and white spotted skirts cross a street.,A group of girls are outside.,1
The young man is trying to balance on the train tracks.,A young man is flying a drone at the park.,0
A wakeboarder.,A man watches surfing on television.,1
Two young girls are jumping off of a steep step.,Two young girls walk up a slide.,0
Cook handling hot tray with food on it.,cook prepares food,1
Pedestrians are gazing at a display of books set out on a sidewalk under a tree.,Some women are wrapping gifts.,1
Businessman walking as two arrows point to him.,A guy is jogging in a sweatsuit.,0
A man wearing a hat and boots is digging for something in the snow.,A man is walking on sunshine.,0
Young child standing on a snow pile in a city.,a man on a pile,1
Man balding with a mustache and semi beard standing wearing a psychedelic button shirt playing the guitar as he sings.,The man knows how to play the guitar.,1
A boy in swimming trunks wades out into the water.,The young girl gets into the water with her bathing suit.,1
Three men drink at a reflective bar.,Three men are watching a football game at one of their houses.,1
"Two skateboarders, one wearing a black t-shirt and the other wearing a white t-shirt, race each other.",Two snowboarders race.,0
A dog attacking a man wearing protective gear.,The man protected himself.,0
A young woman playing hopscotch.,A girl is sitting in the snow.,0
A woman with red-hair and large tattoo is sitting in a chair outside.,There's a lady with ginger hair,1
A man is celebrating his victory while smiling and shooting champagne in the air with his teammate.,A man is happily celebrating his victory while smiling and shooting champagne in the air,0
A man in a red shirt is sitting on top of a rocky mountain.,A woman standing on top of a rocky mountain.,0
A young boy attempts to push the Walmart shopping cart for a man.,a boy pushing a car up a hill.,0
A snowboarder dressed in yellow snow pants and a helmet catches some air on fresh powder.,A snowboarder is going snowboarding,1
A man shows off his spider-web face paint.,A person shows some people his face painting.,1
A man in a tank top fixing himself a hotdog.,the child was happy`,0
Two men are shirtless on the beach on a beautiful day.,There are men on the beach.,1
A squirrel stands on its hind legs in the grass at the edge of a road.,A squirrel is sleeping in the tree.,0
Boy in red and black shirt walks through grass.,The boy is walking.,1
A road crew is working on a road with equipment around them.,A group of men are sitting around a conference table.,0
four people standing on a hiking trail in a forest with big tree logs on the ground close to them.,Some humans standing,1
A man is giving a presentation.,the man is not talking,0
A man squatting in a park looking at something in the distance.,A man sees something while in a park.,1
A golfer shoots his ball out of a sand trap.,A drive off of the first tee.,0
"Two boys with blond-hair, wearing striped shirts on a bed.",Two boys in bed.,0
"A young woman cooks a meal in a wok while conversing with another woman, as an illuminated shrine to Mr. T looks on.",A young woman stands near a stove.,0
A man is looking at the camera posing for a photo with his arm around a woman who is looking away.,The man is looking at the camera.,0
"A man wearing a blue lab coat, safety glasses, and gloves is working at a small machine with a large computer screen.",The man is wearing a baseball uniform.,0
A young woman in tight pants talks to a man in the street.,A young gal in snug pants chats with a guy in the road.,0
Security officer working outside.,A security officer is outside.,1
A dog jumps to catch a red ball outside.,the dog is jumping.,0
A group of people traveling in a small wooden boat.,Several people sitting in a boat.,1
An elderly couple in heavy coats are looking at black and white photos displayed on a wall.,Octogenarians admiring the old photographs that decorated th wall.,1
A woman standing with smile on her face and she is holding a wood in her hand,A woman with wood in her hand is standing with a smile on her face.,0
Two fans are cheering at a sporting event.,Three gals are doing their makeup.,1
A child floating on a blue raft while a woman holds on to him while a black dog swims nearby.,Nobody floats.,0
These girls are having a great time looking for seashells.,The girls are outside.,1
A young woman is ordering from a red food truck.,A young lady is ordering from a food truck.,0
"A female acrobat with long, blond curly hair, dangling upside down while suspending herself from long, red ribbons of fabric.",An acrobat is hanging upside down.,1
A group of children in costumes are on a stage with red curtains.,a group of children are sitting at desks,0
people are enjoying food at a crowded restaurant.,People are eating in this picture.,1
Man on phone in business suit walking down a busy street.,A man is driving down a busy road.,0
A man and a woman are holding hands on the shore of a lake.,A man stands alone on a beach.,0
Three young girls and a baby are sitting in the grass on a blue blanket with baby toys scattered on it.,There are four people outside.,1
"One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground.",A tan girl runs leans over an object,0
A speaker is talking with a TV in the background.,A speaker is talking.,1
A young dark-haired woman with red sun visor holding an open white umbrella amidst a crowd of people,A raven haired woman is seen by the crowd holding a white opened umbrella.,1
Two people using a water buffalo to cultivate a watery field.,Two people are outside with animals.,1
asian women selling fruits from baskets at an outdoor market,women selling fruits,0
Two workers in work attire (windbreakers and vests) walking along the edge of a road.,The two guys were working outside.,1
A young girl holding a toddler.,Two old ladies are making out at a strip club.,0
A shirtless man is painting over a graffiti filled wall with a paint roller.,A man is painting a wall.,0
A man in an army uniform speaks into a microphone.,A woman soldier speaks into the microphone.,1
A man riding his bike wearing his helmet in front of an audience.,A man is driving a blue vehicle,0
A woman holding bags behind plantains.,The woman is holding old trashcans to carry various objecs.,0
A small girl is swinging.,a puppy barks at a girl,0
A child being watched while getting something out of a tank.,The tank is getting something out of the child.,1
"Two men are standing in a freshly razed field at the boundary of a forest, while a bulldozer sits idling nearby.",Two men are standing near an idling bulldozer.,0
A young infant cries while having his or her pajamas buttoned.,A young infant is wearing pajamas.,0
An older women looking off into the distance with three older women walking towards her from behind.,4 older woman are walking,0
A white dog is running on a rocky beach.,The dog is white.,0
A man and a woman jumping with a lake in the background.,They are swimming in the lake.,0
A mountainous photo is complete with a blue sky.,The photo was taken on a cloudy night.,1
A little baby wearing a blue outfit is grabbing some fruit.,A little baby is wearing blue.,0
A man wearing a gray ball cap walks next to a redheaded woman wearing a long-sleeved blue jean shirt.,The man is wearing a blue cap.,0
People standing in front of a gray building with a sign that reads' Tickets Available Here'.,The people are inside the classroom.,0
A land rover is being driven across a river.,A Land Rover is splashing water as it crosses a river.,1
"I am squatting on a dock, looking into a lake.",I am near a lake.,0
"A dirty, shirtless homeless man sits on the sidewalk, holding his cup up to passerby asking for change.",A homeless man begs.,0
"A young man in a straw hat, jeans, and a plaid shirt sweeps dust from stone steps in front of a stone building.",a man sweeps,1
A woman wearing a black dress and green sweater is walking down the street looking at her cellphone.,A woman is holding her cell phone.,0
Two girls pass two boys by a tree in a neon lit street.,Some kids pass other kids on a street.,1
A couple is eating outside at a table and he is pointing at something.,People are eating at a table outside.,0
A group of mountain climbers rests at the summit.,A scuba diver runs out of air.,0
A man getting a group of children to move around and have fun.,A man sitting on a couch with children.,0
"A person in sunglasses, a scarf, a shirt, and jeans is walking outside.",A person laying down,0
"Two ladies in matching dresses and shoes, both wearing straw hats pulled down over their faces, are napping on a bench next to a rolling suitcase.",two ladies jumping for joy,0
"It looks like quite a sweaty, smelly dog pile over one little rugby ball, but the boys in blue seem to want it more.",A little boy looks disgusted that is ball is dirty,0
Topless girl riding a red bike.,A woman is on a bike.,1
A young girl in a pink shirt playing with her barbie.,The young girl is playing with a toy.,1
A girl with a blue shirt and a girl with a striped shirt stand next to a girl with a green shirt sitting in a chair.,Two girls are standing next to a girl who is sitting.,1
A couple sits in the grass.,A couple is at a restaurant.,0
Three men are standing on stage performing.,Men are upright on a stage.,0
A blond woman in a white shirt demonstrates her talents to a crowd.,A dark haired kid dances for the crowd.,1
Boy in green pajamas play with his toy while his mother sits on the couch and watches him.,A boy in white pajamas plays.,0
two dogs fighting over a pink and red toy,The dogs are near the toy.,0
"An athletic woman in a gray top and black shorts, seems very focused on her rollerblading.",boy eats sandwich,0
Man and women standing under a red umbrella.,They stood under the umbrella.,0
"Three children, two boys and a girl, are playing with the swings on a playground with residential houses in the background.",The two boys and one girl are limbless.,0
A young couple holding hands in the park.,Two people are ballroom dancing.,1
A shirt booth with a man printing a shirt.,The man is printing some pants.,1
A group of people are walking by a van.,Some people outdoors.,1
A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror.,The woman has something on her face.,1
"A bear-chested jungle native, with long hair, wearing a cloth bottom garment, is dangling in the air from a chute.",Nobody has hair,0
A group of people wearing white robes with flame pattern posing for a picture at some sort of festival.,The group of people are scuba divers.,1
"At a table with an art camp pamphlet on it, a young woman and an older man are painting ceramics under the supervision of a blond woman wearing a name tag.",Two people are painting ceramics,1
A soft focus picture of a little girl wearing an orange sweater.,A girl is wearing a yellow sweater.,0
A guy gettin lots of air on a skateboard at a skatepark,A guy riding a skateboard.,0
Two men fixing a bicycle.,Two men fix a bicycle.,0
